isbn;user_id;rating
0440234743;9;0
0440234743;243;0
0440234743;388;0
0440234743;3363;0
0440234743;6795;0
0440234743;7346;9
0440234743;7352;8
0440234743;9419;5
0440234743;9747;0
0440234743;9856;0
0440234743;11224;6
0440234743;11676;9
0440234743;12685;10
0440234743;12923;10
0440234743;13552;8
0440234743;13582;0
0440234743;14521;0
0440234743;16666;0
0440234743;16795;0
0440234743;17761;0
0440234743;19445;0
0440234743;20435;0
0440234743;20783;0
0440234743;20916;7
0440234743;23511;8
0440234743;23768;0
0440234743;26240;5
0440234743;26544;0
0440234743;26593;0
0440234743;28123;9
0440234743;28619;0
0440234743;29654;0
0440234743;30487;0
0440234743;30533;6
0440234743;31299;10
0440234743;31315;10
0440234743;31556;0
0440234743;31560;6
0440234743;31694;0
0440234743;32516;0
0440234743;35857;0
0440234743;35859;0
0440234743;36606;0
0440234743;37874;0
0440234743;39646;0
0440234743;40889;0
0440234743;41781;0
0440234743;44663;8
0440234743;45585;7
0440234743;46389;8
0440234743;46398;0
0440234743;47971;0
0440234743;48911;10
0440234743;49994;0
0440234743;52584;0
0440234743;52994;0
0440234743;54005;9
0440234743;54884;8
0440234743;55027;7
0440234743;55419;0
0440234743;55492;0
0440234743;57108;0
0440234743;57632;5
0440234743;59038;0
0440234743;59390;0
0440234743;60130;0
0440234743;60569;0
0440234743;60683;0
0440234743;62667;8
0440234743;62881;0
0440234743;64535;7
0440234743;64605;0
0440234743;64679;0
0440234743;66387;6
0440234743;67487;6
0440234743;69232;0
0440234743;70205;0
0440234743;70666;7
0440234743;72912;0
0440234743;72975;7
0440234743;74709;0
0440234743;75691;9
0440234743;75819;7
0440234743;76352;0
0440234743;76368;0
0440234743;76942;0
0440234743;78754;8
0440234743;78834;0
0440234743;79186;0
0440234743;79740;7
0440234743;80810;0
0440234743;81088;0
0440234743;81298;0
0440234743;82114;9
0440234743;82893;0
0440234743;83034;0
0440234743;84024;0
0440234743;85534;7
0440234743;86969;8
0440234743;87929;0
0440234743;88006;4
0440234743;91832;0
0440234743;93055;7
0440234743;93363;0
0440234743;93643;10
0440234743;93772;9
0440234743;93800;6
0440234743;94074;0
0440234743;94139;8
0440234743;94396;0
0440234743;97721;0
0440234743;98012;0
0440234743;98468;0
0440234743;98723;0
0440234743;98923;7
0440234743;100009;0
0440234743;100393;5
0440234743;101209;7
0440234743;102967;0
0440234743;103315;0
0440234743;103416;0
0440234743;105124;6
0440234743;105624;0
0440234743;105937;0
0440234743;105979;5
0440234743;106230;9
0440234743;107201;0
0440234743;107244;0
0440234743;107784;9
0440234743;108207;0
0440234743;108247;10
0440234743;110127;5
0440234743;110440;0
0440234743;110558;5
0440234743;110973;0
0440234743;112093;4
0440234743;112280;0
0440234743;113328;10
0440234743;114544;0
0440234743;115003;0
0440234743;115120;0
0440234743;116127;8
0440234743;116428;0
0440234743;118659;8
0440234743;119332;0
0440234743;120396;10
0440234743;120771;8
0440234743;122440;9
0440234743;122658;0
0440234743;123137;7
0440234743;123430;5
0440234743;123790;0
0440234743;124259;0
0440234743;124363;0
0440234743;124487;10
0440234743;125039;0
0440234743;126492;0
0440234743;128185;6
0440234743;128208;0
0440234743;128463;7
0440234743;129084;0
0440234743;131046;0
0440234743;131681;9
0440234743;131837;0
0440234743;132144;9
0440234743;133706;8
0440234743;133738;0
0440234743;134264;0
0440234743;134797;8
0440234743;134863;8
0440234743;135149;0
0440234743;135831;0
0440234743;136096;0
0440234743;136396;0
0440234743;136707;6
0440234743;140824;0
0440234743;141444;0
0440234743;142093;0
0440234743;143134;10
0440234743;143253;0
0440234743;143939;9
0440234743;144255;5
0440234743;144478;0
0440234743;144531;0
0440234743;145619;0
0440234743;146113;0
0440234743;146279;8
0440234743;146816;10
0440234743;149120;7
0440234743;150400;10
0440234743;150896;0
0440234743;151063;10
0440234743;152696;0
0440234743;153513;6
0440234743;154730;7
0440234743;156300;0
0440234743;159440;0
0440234743;160735;7
0440234743;160819;0
0440234743;163194;7
0440234743;163693;6
0440234743;164323;0
0440234743;165618;7
0440234743;165842;7
0440234743;165884;7
0440234743;166391;10
0440234743;167038;9
0440234743;167800;0
0440234743;168132;0
0440234743;169403;0
0440234743;170580;8
0440234743;171078;0
0440234743;172539;0
0440234743;172742;0
0440234743;173415;0
0440234743;173684;0
0440234743;174642;0
0440234743;175117;0
0440234743;176709;0
0440234743;176790;0
0440234743;176894;0
0440234743;178130;0
0440234743;181519;0
0440234743;182459;0
0440234743;182746;5
0440234743;185384;0
0440234743;185722;0
0440234743;186570;0
0440234743;187266;0
0440234743;187533;7
0440234743;187944;6
0440234743;189655;9
0440234743;192353;0
0440234743;192399;6
0440234743;192621;0
0440234743;193529;7
0440234743;193898;9
0440234743;195347;7
0440234743;195469;0
0440234743;195694;0
0440234743;197364;0
0440234743;197659;0
0440234743;198412;0
0440234743;199092;3
0440234743;199640;0
0440234743;200234;0
0440234743;200402;8
0440234743;200674;0
0440234743;201548;0
0440234743;202619;0
0440234743;203649;0
0440234743;203968;0
0440234743;204504;6
0440234743;205963;9
0440234743;206423;4
0440234743;207259;0
0440234743;207291;0
0440234743;207782;0
0440234743;207825;7
0440234743;208147;0
0440234743;208607;0
0440234743;210276;0
0440234743;210717;5
0440234743;210838;0
0440234743;213220;0
0440234743;213760;0
0440234743;215256;5
0440234743;215949;0
0440234743;216670;8
0440234743;216683;9
0440234743;217375;0
0440234743;217516;8
0440234743;218121;8
0440234743;223331;7
0440234743;224435;0
0440234743;224764;0
0440234743;225717;0
0440234743;225810;0
0440234743;225826;0
0440234743;226638;0
0440234743;227392;7
0440234743;228187;0
0440234743;229011;7
0440234743;229609;0
0440234743;230522;0
0440234743;231237;0
0440234743;232271;0
0440234743;233731;7
0440234743;234623;0
0440234743;235059;0
0440234743;235935;0
0440234743;236172;10
0440234743;240024;0
0440234743;240144;0
0440234743;240951;10
0440234743;241306;0
0440234743;241548;0
0440234743;241666;8
0440234743;241980;9
0440234743;242843;0
0440234743;242891;0
0440234743;243930;9
0440234743;244349;0
0440234743;244627;10
0440234743;245616;10
0440234743;245827;0
0440234743;245963;0
0440234743;246333;0
0440234743;246550;0
0440234743;249954;0
0440234743;250101;9
0440234743;250184;0
0440234743;251122;9
0440234743;251377;0
0440234743;251613;0
0440234743;251851;0
0440234743;252777;0
0440234743;253106;0
0440234743;254971;0
0440234743;255719;0
0440234743;256925;8
0440234743;258534;8
0440234743;258884;5
0440234743;259078;8
0440234743;259223;8
0440234743;261378;8
0440234743;261829;0
0440234743;262846;0
0440234743;263163;0
0440234743;263644;0
0440234743;263877;0
0440234743;265115;0
0440234743;265276;8
0440234743;267549;7
0440234743;268330;0
0440234743;269566;0
0440234743;271284;0
0440234743;271558;0
0440234743;273979;9
0440234743;274823;10
0440234743;276641;6
0440234743;277478;0
0452264464;9;6
0452264464;4781;0
0452264464;5555;9
0452264464;6026;0
0452264464;6242;5
0452264464;7210;0
0452264464;8362;0
0452264464;8570;8
0452264464;11104;10
0452264464;11676;8
0452264464;14449;5
0452264464;16231;0
0452264464;17003;0
0452264464;20265;8
0452264464;21870;9
0452264464;26350;0
0452264464;27624;8
0452264464;28056;9
0452264464;34588;0
0452264464;34864;0
0452264464;35904;0
0452264464;36197;8
0452264464;36715;0
0452264464;36907;10
0452264464;40330;8
0452264464;40612;2
0452264464;49980;2
0452264464;52832;1
0452264464;57105;0
0452264464;58363;5
0452264464;60609;0
0452264464;61619;0
0452264464;64763;10
0452264464;68080;0
0452264464;68943;0
0452264464;69378;0
0452264464;73801;0
0452264464;75723;5
0452264464;77181;0
0452264464;80683;10
0452264464;80837;5
0452264464;85653;8
0452264464;86219;0
0452264464;86243;9
0452264464;86835;0
0452264464;89856;0
0452264464;91931;0
0452264464;93698;0
0452264464;95392;5
0452264464;95932;10
0452264464;99946;8
0452264464;101043;7
0452264464;102327;8
0452264464;102430;7
0452264464;104796;8
0452264464;105214;10
0452264464;107258;6
0452264464;108005;0
0452264464;112026;0
0452264464;113117;0
0452264464;114698;0
0452264464;115120;0
0452264464;116210;0
0452264464;117041;8
0452264464;118135;0
0452264464;120807;9
0452264464;124298;10
0452264464;124874;0
0452264464;125774;0
0452264464;127429;0
0452264464;129373;0
0452264464;129716;10
0452264464;132230;10
0452264464;132930;9
0452264464;134541;0
0452264464;134869;0
0452264464;136205;0
0452264464;143968;0
0452264464;144803;4
0452264464;146932;10
0452264464;148744;9
0452264464;153042;0
0452264464;153662;0
0452264464;156150;0
0452264464;157273;0
0452264464;157799;5
0452264464;159732;7
0452264464;160032;0
0452264464;165319;5
0452264464;167812;0
0452264464;169862;0
0452264464;171295;8
0452264464;174304;0
0452264464;174326;9
0452264464;174633;9
0452264464;175003;0
0452264464;176838;0
0452264464;178667;5
0452264464;184299;0
0452264464;187145;0
0452264464;202182;7
0452264464;202547;0
0452264464;204864;0
0452264464;204909;8
0452264464;207965;0
0452264464;218421;8
0452264464;221232;10
0452264464;221445;0
0452264464;223402;0
0452264464;224138;9
0452264464;224236;0
0452264464;227025;0
0452264464;227275;0
0452264464;230249;0
0452264464;230522;0
0452264464;231210;0
0452264464;232103;10
0452264464;234205;0
0452264464;235011;0
0452264464;237436;0
0452264464;240353;9
0452264464;240401;8
0452264464;241579;0
0452264464;243879;0
0452264464;244643;0
0452264464;245963;0
0452264464;250764;8
0452264464;250892;9
0452264464;251150;0
0452264464;253855;0
0452264464;255799;0
0452264464;258109;10
0452264464;258747;0
0452264464;264543;8
0452264464;264657;0
0452264464;266283;10
0452264464;267293;0
0452264464;269566;0
0452264464;269688;0
0452264464;269799;10
0452264464;271135;10
0452264464;271144;5
0452264464;274056;0
0452264464;277711;0
0452264464;278418;0
0971880107;14;0
0971880107;193;0
0971880107;487;0
0971880107;569;0
0971880107;626;0
0971880107;899;2
0971880107;901;0
0971880107;970;0
0971880107;1025;0
0971880107;1140;0
0971880107;1343;0
0971880107;1435;5
0971880107;1486;5
0971880107;1733;1
0971880107;1863;0
0971880107;1903;0
0971880107;2411;3
0971880107;2766;6
0971880107;2830;0
0971880107;2977;0
0971880107;3032;1
0971880107;3556;0
0971880107;4131;1
0971880107;4243;0
0971880107;4514;0
0971880107;4571;0
0971880107;4781;0
0971880107;4784;2
0971880107;5264;0
0971880107;5471;0
0971880107;5543;0
0971880107;5581;0
0971880107;5604;6
0971880107;5815;0
0971880107;5916;0
0971880107;6120;0
0971880107;6251;0
0971880107;6431;4
0971880107;6543;0
0971880107;7125;0
0971880107;7158;0
0971880107;7426;0
0971880107;7515;0
0971880107;7864;0
0971880107;8361;2
0971880107;8453;3
0971880107;8529;0
0971880107;8660;0
0971880107;8674;1
0971880107;8681;0
0971880107;8685;0
0971880107;9080;0
0971880107;9224;0
0971880107;9260;0
0971880107;9381;0
0971880107;9414;7
0971880107;9571;0
0971880107;9642;0
0971880107;9908;0
0971880107;9979;0
0971880107;10118;0
0971880107;10338;0
0971880107;10494;3
0971880107;10532;0
