year_of_publication,book_title_encoded,book_author_encoded,publisher_encoded,category_encoded,rating
0.9960079840319361,0.049766718506998445,0.8206686930091185,0.112,0.5319148936170213,8
0.998003992015968,0.5023328149300156,0.09422492401215805,0.312,0.5319148936170213,8
0.9950099800399201,0.16640746500777606,0.7446808510638298,0.056,0.5319148936170213,9
0.999001996007984,0.8662519440124417,0.47720364741641336,0.184,0.5319148936170213,0
0.9985029940119761,0.3188180404354588,0.3191489361702128,0.552,0.5319148936170213,0
0.9995009980039921,0.7091757387247278,0.0060790273556231,0.928,0.5319148936170213,6
0.999001996007984,0.614307931570762,0.6717325227963525,0.736,0.8723404255319149,8
0.9965069860279441,0.7465007776049767,0.729483282674772,0.152,0.5319148936170213,0
0.9995009980039921,0.19595645412130638,0.49240121580547114,0.552,0.5319148936170213,0
1.0,0.9440124416796267,0.4316109422492401,0.832,0.5319148936170213,5
0.9965069860279441,0.3468118195956454,0.4133738601823708,0.944,0.5319148936170213,8
0.998003992015968,0.8398133748055988,0.7082066869300911,0.944,0.5319148936170213,0
0.9960079840319361,0.7216174183514774,0.6747720364741642,0.936,0.5319148936170213,9
0.9925149700598802,0.19440124416796267,0.9057750759878419,0.088,0.5319148936170213,10
0.9995009980039921,0.7356143079315708,0.6869300911854104,0.392,0.5319148936170213,7
0.9995009980039921,0.5894245723172629,0.3130699088145897,0.792,0.5319148936170213,5
0.9995009980039921,0.8506998444790047,0.9118541033434651,0.552,0.5319148936170213,6
0.9965069860279441,0.5178849144634525,0.9544072948328267,0.112,0.5319148936170213,0
0.9995009980039921,0.7776049766718507,0.47720364741641336,0.208,0.5319148936170213,0
0.9995009980039921,0.4307931570762053,0.9756838905775076,0.184,0.5319148936170213,0
0.999001996007984,0.30793157076205285,0.7112462006079028,0.744,0.5319148936170213,6
0.9985029940119761,0.645412130637636,0.9544072948328267,0.112,0.5319148936170213,9
0.9960079840319361,0.7931570762052877,0.662613981762918,0.08,0.5319148936170213,7
0.9970059880239521,0.2223950233281493,0.8480243161094225,0.96,0.5319148936170213,9
0.999001996007984,0.9393468118195957,0.16717325227963525,0.112,0.5319148936170213,9
0.9970059880239521,0.9595645412130638,0.756838905775076,0.584,0.5319148936170213,0
0.9930139720558883,0.029548989113530325,0.48024316109422494,0.08,0.5319148936170213,0
0.9965069860279441,0.8133748055987559,0.5501519756838906,0.088,0.5319148936170213,0
0.9940119760479041,0.38880248833592534,0.6413373860182371,0.64,0.5319148936170213,4
0.9960079840319361,0.3250388802488336,0.17933130699088146,0.08,0.5319148936170213,0
0.9955089820359282,0.7573872472783826,0.7993920972644377,0.032,0.7872340425531915,0
0.9970059880239521,0.12130637636080871,0.2613981762917933,0.936,0.5319148936170213,0
0.999001996007984,0.8040435458786936,0.2735562310030395,0.84,0.5319148936170213,9
0.9970059880239521,0.29082426127527217,0.030395136778115502,0.112,0.5319148936170213,7
0.9985029940119761,0.7153965785381027,0.8723404255319149,0.08,0.5319148936170213,7
0.999001996007984,0.0015552099533437014,0.4133738601823708,0.96,0.5319148936170213,0
1.0,0.7791601866251944,0.47720364741641336,0.2,0.5319148936170213,10
0.9930139720558883,0.5381026438569206,0.7142857142857143,0.096,0.5319148936170213,8
0.9995009980039921,0.18973561430793157,0.8905775075987842,0.64,0.5319148936170213,10
0.999001996007984,0.8678071539657853,0.9240121580547113,0.08,0.5319148936170213,5
0.998003992015968,0.27060653188180406,0.939209726443769,0.184,0.5319148936170213,0
0.998003992015968,0.2534992223950233,0.817629179331307,0.888,0.5319148936170213,0
0.9960079840319361,0.3250388802488336,0.17933130699088146,0.08,0.5319148936170213,8
0.9920159680638723,0.6065318818040435,0.6139817629179332,0.08,0.5319148936170213,0
0.999001996007984,0.4510108864696734,0.22796352583586627,0.096,0.5319148936170213,5
0.9995009980039921,0.40279937791601866,0.44680851063829785,0.6,0.5319148936170213,9
0.9960079840319361,0.7931570762052877,0.662613981762918,0.08,0.5319148936170213,0
0.999001996007984,0.8678071539657853,0.9240121580547113,0.08,0.5319148936170213,0
0.9850299401197605,0.13374805598755832,0.25227963525835867,0.352,0.5319148936170213,0
0.9970059880239521,0.4821150855365474,0.7477203647416414,0.672,0.5319148936170213,6
0.9995009980039921,0.19129082426127528,0.6717325227963525,0.944,0.6382978723404256,9
0.9975049900199601,0.6765163297045101,0.44376899696048633,0.648,0.5319148936170213,0
0.999001996007984,0.0015552099533437014,0.4133738601823708,0.96,0.5319148936170213,5
0.9975049900199601,0.3561430793157076,0.9057750759878419,0.256,0.5319148936170213,0
1.0,0.9860031104199067,0.7811550151975684,0.872,0.5319148936170213,0
0.9985029940119761,0.8709175738724728,0.8480243161094225,0.96,0.5319148936170213,0
0.9985029940119761,0.7807153965785381,0.7416413373860182,0.112,0.5319148936170213,8
0.9975049900199601,0.12441679626749612,0.3343465045592705,0.552,0.5319148936170213,0
0.9955089820359282,0.36702954898911355,0.057750759878419454,0.08,0.5319148936170213,0
0.9970059880239521,0.03421461897356143,0.9209726443768997,0.088,0.5319148936170213,0
0.9970059880239521,0.8600311041990669,0.47720364741641336,0.208,0.5319148936170213,8
0.999001996007984,0.1026438569206843,0.02127659574468085,0.08,0.5319148936170213,0
0.998003992015968,0.5023328149300156,0.09422492401215805,0.312,0.5319148936170213,9
0.9970059880239521,0.9409020217729394,0.0,0.584,0.5319148936170213,0
0.9945109780439122,0.060653188180404355,0.4133738601823708,0.944,0.5319148936170213,0
0.9965069860279441,0.5800933125972006,0.7720364741641338,0.08,0.5319148936170213,0
0.9920159680638723,0.35769828926905134,0.19756838905775076,0.176,0.5319148936170213,0
0.999001996007984,0.8040435458786936,0.2735562310030395,0.84,0.5319148936170213,0
0.9925149700598802,0.9844479004665629,0.5167173252279635,0.64,0.5319148936170213,9
0.9960079840319361,0.8460342146189735,0.2978723404255319,0.824,0.5319148936170213,0
0.9985029940119761,0.18973561430793157,0.8905775075987842,0.776,0.5319148936170213,6
0.9960079840319361,0.8195956454121306,0.5319148936170213,0.792,0.5319148936170213,0
0.9970059880239521,0.48055987558320373,0.7021276595744681,0.944,0.5319148936170213,8
0.9965069860279441,0.6314152410575428,0.5653495440729484,0.432,0.5319148936170213,6
0.9950099800399201,0.6749611197511665,0.47720364741641336,0.184,0.5319148936170213,0
0.9995009980039921,0.6936236391912908,0.19148936170212766,0.2,0.5319148936170213,0
0.9960079840319361,0.7651632970451011,0.03951367781155015,0.416,0.5319148936170213,6
0.998003992015968,0.06376360808709176,0.11550151975683891,0.936,0.5319148936170213,9
1.0,0.6920684292379471,0.6291793313069909,0.928,0.5319148936170213,8
0.9920159680638723,0.6065318818040435,0.6139817629179332,0.08,0.5319148936170213,0
1.0,0.9860031104199067,0.7811550151975684,0.872,0.5319148936170213,0
0.9975049900199601,0.27993779160186627,0.3556231003039514,0.752,0.5319148936170213,10
0.999001996007984,0.8538102643856921,0.8145896656534954,0.832,0.5319148936170213,0
0.9955089820359282,0.671850699844479,0.47720364741641336,0.184,0.5319148936170213,0
0.9985029940119761,0.7822706065318819,0.04559270516717325,0.472,0.5319148936170213,3
0.9950099800399201,0.6734059097978227,0.48024316109422494,0.08,0.5319148936170213,10
0.999001996007984,0.6391912908242613,0.14893617021276595,0.952,0.5319148936170213,0
0.9975049900199601,0.995334370139969,0.6413373860182371,0.648,0.5319148936170213,10
0.9920159680638723,0.6065318818040435,0.6139817629179332,0.08,0.5319148936170213,0
0.9995009980039921,0.3654743390357698,0.1641337386018237,0.584,0.5319148936170213,0
0.999001996007984,0.4432348367029549,0.7082066869300911,0.944,0.5319148936170213,0
0.9930139720558883,0.029548989113530325,0.48024316109422494,0.08,0.5319148936170213,9
0.9920159680638723,0.8771384136858476,0.662613981762918,0.08,0.5319148936170213,0
0.999001996007984,0.2643856920684292,0.45288753799392095,0.968,0.5319148936170213,0
0.9985029940119761,0.45878693623639194,0.26443768996960487,0.08,0.5319148936170213,8
0.9965069860279441,0.833592534992224,0.8753799392097265,0.112,0.5319148936170213,0
1.0,0.4416796267496112,0.8905775075987842,0.792,0.5319148936170213,0
0.999001996007984,0.8506998444790047,0.9118541033434651,0.912,0.10638297872340426,0
0.9995009980039921,0.8911353032659409,0.9635258358662614,0.344,0.5319148936170213,0
1.0,0.6485225505443235,0.44072948328267475,0.792,0.5319148936170213,0
0.9965069860279441,0.713841368584759,0.8905775075987842,0.792,0.5319148936170213,10
0.999001996007984,0.7045101088646968,0.2674772036474164,0.4,0.5319148936170213,0
0.9925149700598802,0.2317262830482115,0.6200607902735562,0.176,0.5319148936170213,7
0.9910179640718563,0.7293934681181959,0.364741641337386,0.152,0.5319148936170213,10
0.9985029940119761,0.12441679626749612,0.3343465045592705,0.6,0.5319148936170213,0
0.9940119760479041,0.03732503888024884,0.3799392097264438,0.176,0.5319148936170213,0
0.9985029940119761,0.004665629860031105,0.9179331306990881,0.808,0.2127659574468085,8
0.9965069860279441,0.7838258164852255,0.8632218844984803,0.944,0.5319148936170213,0
0.999001996007984,0.447900466562986,0.9513677811550152,0.832,0.5319148936170213,0
0.9970059880239521,0.432348367029549,0.6990881458966566,0.056,0.5319148936170213,0
0.9915169660678643,0.01088646967340591,0.48328267477203646,0.272,0.5319148936170213,3
0.9930139720558883,0.17418351477449456,0.6565349544072948,0.256,0.5319148936170213,8
0.9935129740518962,0.687402799377916,0.6413373860182371,0.64,0.5319148936170213,0
0.9940119760479041,0.6609642301710731,0.8115501519756839,0.944,0.5319148936170213,0
0.998003992015968,0.5412130637636081,0.21580547112462006,0.96,0.5319148936170213,0
0.998003992015968,0.13841368584758942,0.46504559270516715,0.552,0.5319148936170213,0
0.9930139720558883,0.6656298600311042,0.574468085106383,0.432,0.5319148936170213,0
0.998003992015968,0.9082426127527217,0.6139817629179332,0.08,0.5319148936170213,4
0.999001996007984,0.16174183514774496,0.6990881458966566,0.312,0.5319148936170213,0
0.9955089820359282,0.7573872472783826,0.7993920972644377,0.032,0.7872340425531915,10
0.9965069860279441,0.8849144634525661,0.3465045592705167,0.096,0.5319148936170213,5
0.9970059880239521,0.401244167962675,0.7082066869300911,0.944,0.5319148936170213,0
0.9965069860279441,0.9284603421461898,0.6170212765957447,0.2,0.2127659574468085,7
0.9920159680638723,0.6065318818040435,0.6139817629179332,0.08,0.5319148936170213,7
0.9950099800399201,0.48367029548989116,0.4072948328267477,0.424,0.6382978723404256,0
0.9995009980039921,0.807153965785381,0.02735562310030395,0.032,0.5319148936170213,0
0.9945109780439122,0.07309486780715396,0.0121580547112462,0.088,0.2127659574468085,8
0.998003992015968,0.6298600311041991,0.7142857142857143,0.432,0.5319148936170213,0
0.9955089820359282,0.671850699844479,0.47720364741641336,0.184,0.5319148936170213,0
0.998003992015968,0.27682737169517885,0.3556231003039514,0.752,0.5319148936170213,9
0.9930139720558883,0.6531881804043546,0.425531914893617,0.032,0.8085106382978723,0
0.9960079840319361,0.8522550544323484,0.22796352583586627,0.112,0.5319148936170213,0
0.9930139720558883,0.2130637636080871,0.9057750759878419,0.088,0.5319148936170213,7
0.9930139720558883,0.8989113530326595,1.0,0.584,0.5319148936170213,8
0.999001996007984,0.07776049766718507,0.2765957446808511,0.504,0.5319148936170213,7
0.9995009980039921,0.80248833592535,0.49848024316109424,0.08,0.5319148936170213,9
0.999001996007984,0.4758942457231726,0.22796352583586627,0.112,0.5319148936170213,0
0.998003992015968,0.7433903576982893,0.6534954407294833,0.552,0.5319148936170213,0
0.998003992015968,0.2846034214618974,0.7142857142857143,0.432,0.2765957446808511,0
0.9970059880239521,0.9797822706065319,0.8814589665653495,0.68,0.2553191489361702,10
0.9985029940119761,0.8709175738724728,0.8480243161094225,0.96,0.5319148936170213,0
0.9995009980039921,0.7262830482115086,0.4376899696048632,0.552,0.5319148936170213,0
0.9955089820359282,0.15863141524105753,0.662613981762918,0.08,0.5319148936170213,8
0.9955089820359282,0.15863141524105753,0.662613981762918,0.08,0.5319148936170213,8
0.9960079840319361,0.24261275272161742,0.7477203647416414,0.112,0.5319148936170213,9
0.9985029940119761,0.25660964230171074,0.9665653495440729,0.632,0.5319148936170213,0
0.9995009980039921,0.24416796267496113,0.8905775075987842,0.648,0.5319148936170213,8
0.9970059880239521,0.744945567651633,0.0790273556231003,0.584,0.5319148936170213,0
0.9920159680638723,0.6065318818040435,0.6139817629179332,0.08,0.5319148936170213,0
0.999001996007984,0.30793157076205285,0.7112462006079028,0.744,0.5319148936170213,0
0.9960079840319361,0.8522550544323484,0.22796352583586627,0.112,0.5319148936170213,0
0.9970059880239521,0.6438569206842923,0.09422492401215805,0.344,0.5319148936170213,0
0.9985029940119761,0.01866251944012442,0.20972644376899696,0.936,0.2127659574468085,0
0.9955089820359282,0.6329704510108864,0.7537993920972644,0.328,0.5319148936170213,0
0.999001996007984,0.24572317262830481,0.8905775075987842,0.776,0.5319148936170213,0
0.9945109780439122,0.012441679626749611,0.6413373860182371,0.64,0.5319148936170213,6
0.999001996007984,0.223950233281493,0.5258358662613982,0.64,0.5319148936170213,0
0.9960079840319361,0.5007776049766719,0.0668693009118541,0.944,0.5319148936170213,0
0.9975049900199601,0.9704510108864697,0.9088145896656535,0.08,0.5319148936170213,7
0.9920159680638723,0.911353032659409,0.331306990881459,0.464,0.5319148936170213,0
0.9930139720558883,0.6531881804043546,0.425531914893617,0.032,0.8085106382978723,0
0.9940119760479041,0.11975116640746501,0.7446808510638298,0.056,0.5319148936170213,9
0.9925149700598802,0.9626749611197511,0.06990881458966565,0.984,0.48936170212765956,7
0.999001996007984,0.33748055987558323,0.7416413373860182,0.112,0.5319148936170213,0
0.9985029940119761,0.30326594090202175,0.4316109422492401,0.832,0.5319148936170213,3
0.999001996007984,0.8662519440124417,0.47720364741641336,0.208,0.5319148936170213,8
0.9985029940119761,0.9891135303265941,0.21580547112462006,0.944,0.5319148936170213,8
0.9955089820359282,0.6329704510108864,0.7537993920972644,0.328,0.5319148936170213,0
0.9975049900199601,0.8351477449455676,0.10030395136778116,0.936,0.5319148936170213,0
0.9985029940119761,0.6500777604976672,0.03951367781155015,0.688,0.5319148936170213,9
0.9970059880239521,0.20373250388802489,0.6200607902735562,0.184,0.5319148936170213,0
0.999001996007984,0.43390357698289267,0.0911854103343465,0.528,0.2553191489361702,8
0.9915169660678643,0.2161741835147745,0.7689969604863222,0.152,0.5319148936170213,10
0.9985029940119761,0.25660964230171074,0.9665653495440729,0.632,0.5319148936170213,7
0.999001996007984,0.4261275272161742,0.23100303951367782,0.344,0.5319148936170213,6
0.998003992015968,0.9471228615863142,0.3282674772036474,0.936,0.5319148936170213,0
0.9975049900199601,0.8227060653188181,0.09422492401215805,0.312,0.5319148936170213,0
0.9975049900199601,0.8600311041990669,0.3799392097264438,0.176,0.5319148936170213,10
0.9900199600798403,0.6547433903576982,0.8145896656534954,0.096,0.5319148936170213,9
0.9940119760479041,0.6345256609642301,0.6139817629179332,0.08,0.5319148936170213,0
0.9940119760479041,0.03576982892690513,0.3708206686930091,0.08,0.5319148936170213,0
0.9870259481037924,0.8818040435458787,0.1702127659574468,0.056,0.5319148936170213,0
0.9920159680638723,0.6516329704510109,0.9574468085106383,0.096,0.5319148936170213,0
0.9930139720558883,0.029548989113530325,0.48024316109422494,0.08,0.5319148936170213,0
0.9970059880239521,0.937791601866252,0.060790273556231005,0.344,0.5319148936170213,0
